0.0	0.275
0.00025	0.274859
0.0005	0.284718
0.00075	0.299577
0.001	0.304437
0.00125	0.339296
0.0015	0.349155
0.00175	0.369014
0.002	0.418873
0.00225	0.433732
0.0025	0.463592
0.00275	0.508451
0.003	0.54331
0.00325	0.603169
0.0035	0.668028
0.00375	0.727887
0.004	0.802746
0.00425	0.872606
0.0045	0.957465
0.00475	1.057324
0.005	1.162183
0.00525	1.297042
0.0055	1.381901
0.00575	1.511761
0.006	1.66662
0.00625	1.781479
0.0065	1.946338
0.00675	2.091197
0.007	2.231056
0.00725	2.425915
0.0075	2.570775
0.00775	2.775634
0.008	2.940493
0.00825	3.100352
0.0085	3.300211
0.00875	3.49007
0.009	3.66493
0.00925	3.824789
0.0095	3.989648
0.00975	4.114507
0.01	4.204366
0.01025	4.184225
0.0105	4.034085
0.01075	3.703944
0.011	3.328803
0.01125	2.933662
0.0115	2.498521
0.01175	2.12338
0.012	1.783239
0.01225	1.518099
0.0125	1.292958
0.01275	1.007817
0.013	0.892676
0.01325	0.707535
0.0135	0.527394
0.01375	0.522254
0.014	0.427113
0.01425	0.356972
0.0145	0.291831
0.01475	0.21169
0.015	0.191549
0.01525	0.156408
0.0155	0.121268
0.01575	0.096127
0.016	0.075986
0.01625	0.045845
0.0165	0.040704
0.01675	0.030563
0.017	0.015423
0.01725	0.015282
0.0175	0.010141
0.01775	0.0
