0.0	0.052773
0.00025	0.053931
0.0005	0.055088
0.00075	0.057521
0.001	0.058678
0.00125	0.062385
0.0015	0.067366
0.00175	0.072347
0.002	0.077328
0.00225	0.083584
0.0025	0.091114
0.00275	0.097369
0.003	0.107448
0.00325	0.116253
0.0035	0.127606
0.00375	0.141508
0.004	0.155411
0.00425	0.170587
0.0045	0.187038
0.00475	0.206038
0.005	0.226313
0.00525	0.245313
0.0055	0.269411
0.00575	0.296057
0.006	0.323978
0.00625	0.353174
0.0065	0.384918
0.00675	0.421761
0.007	0.457329
0.00725	0.500543
0.0075	0.541209
0.00775	0.585697
0.008	0.631461
0.00825	0.678499
0.0085	0.728085
0.00875	0.777672
0.009	0.827259
0.00925	0.873022
0.0095	0.917511
0.00975	0.956902
0.01	0.984823
0.01025	1.0
0.0105	0.99606
0.01075	0.964082
0.011	0.900243
0.01125	0.805818
0.0115	0.703745
0.01175	0.592752
0.012	0.499601
0.01225	0.415371
0.0125	0.347708
0.01275	0.290242
0.013	0.239147
0.01325	0.202071
0.0135	0.16627
0.01375	0.138116
0.014	0.116334
0.01425	0.095826
0.0145	0.079141
0.01475	0.06628
0.015	0.055968
0.01525	0.048205
0.0155	0.040441
0.01575	0.032678
0.016	0.024915
0.01625	0.018426
0.0165	0.011937
0.01675	0.005448
0.017	0.002782
0.01725	0.000117
0.0175	0.0
0.01775	0.002432
