0.0	0.077533
0.00025	0.079128
0.0005	0.080724
0.00075	0.08232
0.001	0.085685
0.00125	0.087281
0.0015	0.092416
0.00175	0.097552
0.002	0.102687
0.00225	0.109593
0.0025	0.116499
0.00275	0.125175
0.003	0.13739
0.00325	0.147836
0.0035	0.160052
0.00375	0.172268
0.004	0.189794
0.00425	0.203779
0.0045	0.217765
0.00475	0.238831
0.005	0.261667
0.00525	0.288043
0.0055	0.31442
0.00575	0.340796
0.006	0.370712
0.00625	0.402398
0.0065	0.439395
0.00675	0.478161
0.007	0.518698
0.00725	0.566314
0.0075	0.613931
0.00775	0.668628
0.008	0.723325
0.00825	0.774481
0.0085	0.822098
0.00875	0.873255
0.009	0.915561
0.00925	0.954328
0.0095	0.982474
0.00975	1.0
0.01	0.985665
0.01025	0.985491
0.0105	0.948145
0.01075	0.887789
0.011	0.818583
0.01125	0.733446
0.0115	0.632379
0.01175	0.534852
0.012	0.447946
0.01225	0.376969
0.0125	0.316613
0.01275	0.259798
0.013	0.210062
0.01325	0.170946
0.0135	0.144221
0.01375	0.121036
0.014	0.101391
0.01425	0.083516
0.0145	0.069181
0.01475	0.063697
0.015	0.051132
0.01525	0.045647
0.0155	0.036622
0.01575	0.031138
0.016	0.025653
0.01625	0.018398
0.0165	0.011144
0.01675	0.005659
0.017	0.001945
0.01725	0.0
0.0175	0.001596
0.01775	0.001421
