0.0	0.066529
0.00025	0.0649
0.0005	0.066334
0.00075	0.067769
0.001	0.070735
0.00125	0.075233
0.0015	0.076668
0.00175	0.082697
0.002	0.090258
0.00225	0.099351
0.0025	0.106912
0.00275	0.11141
0.003	0.120502
0.00325	0.13419
0.0035	0.149409
0.00375	0.158502
0.004	0.167594
0.00425	0.182813
0.0045	0.199564
0.00475	0.222442
0.005	0.245319
0.00525	0.269728
0.0055	0.295668
0.00575	0.321609
0.006	0.347549
0.00625	0.384211
0.0065	0.427
0.00675	0.465193
0.007	0.50645
0.00725	0.543112
0.0075	0.590495
0.00775	0.637879
0.008	0.688325
0.00825	0.741835
0.0085	0.79075
0.00875	0.84426
0.009	0.891643
0.00925	0.931368
0.0095	0.96803
0.00975	0.989376
0.01	1.0
0.01025	0.995308
0.0105	0.958452
0.01075	0.89709
0.011	0.831133
0.01125	0.74067
0.0115	0.639486
0.01175	0.544428
0.012	0.466218
0.01225	0.395666
0.0125	0.334304
0.01275	0.274474
0.013	0.223833
0.01325	0.186977
0.0135	0.133273
0.01375	0.119391
0.014	0.102446
0.01425	0.087033
0.0145	0.07162
0.01475	0.05927
0.015	0.051514
0.01525	0.037633
0.0155	0.031409
0.01575	0.023654
0.016	0.01743
0.01625	0.011207
0.0165	0.006515
0.01675	0.001823
0.017	0.000194
0.01725	9.7e-05
0.0175	0.0
0.01775	0.001435
