0.0	0.1175
0.00025	0.116901
0.0005	0.121303
0.00075	0.125704
0.001	0.125106
0.00125	0.139507
0.0015	0.143908
0.00175	0.15331
0.002	0.162711
0.00225	0.172113
0.0025	0.186514
0.00275	0.200915
0.003	0.220317
0.00325	0.239718
0.0035	0.26412
0.00375	0.288521
0.004	0.312923
0.00425	0.347324
0.0045	0.381725
0.00475	0.416127
0.005	0.455528
0.00525	0.49993
0.0055	0.554331
0.00575	0.603732
0.006	0.668134
0.00625	0.732535
0.0065	0.806937
0.00675	0.886338
0.007	0.985739
0.00725	1.080141
0.0075	1.179542
0.00775	1.288944
0.008	1.398345
0.00825	1.512746
0.0085	1.622148
0.00875	1.726549
0.009	1.820951
0.00925	1.895352
0.0095	1.954754
0.00975	1.989155
0.01	1.983556
0.01025	1.932958
0.0105	1.832359
0.01075	1.686761
0.011	1.526162
0.01125	1.345563
0.0115	1.159965
0.01175	0.989366
0.012	0.823768
0.01225	0.683169
0.0125	0.55757
0.01275	0.451972
0.013	0.366373
0.01325	0.295775
0.0135	0.240176
0.01375	0.199577
0.014	0.158979
0.01425	0.12838
0.0145	0.107782
0.01475	0.092183
0.015	0.076585
0.01525	0.065986
0.0155	0.050387
0.01575	0.054789
0.016	0.03919
0.01625	0.028592
0.0165	0.017993
0.01675	0.012394
0.017	0.006796
0.01725	0.001197
0.0175	0.000599
0.01775	0.0
