0.0	0.031
0.00025	0.031859
0.0005	0.032718
0.00075	0.032577
0.001	0.033437
0.00125	0.035296
0.0015	0.036155
0.00175	0.036014
0.002	0.037873
0.00225	0.038732
0.0025	0.042592
0.00275	0.043451
0.003	0.04631
0.00325	0.049169
0.0035	0.053028
0.00375	0.053887
0.004	0.059746
0.00425	0.063606
0.0045	0.069465
0.00475	0.073324
0.005	0.078183
0.00525	0.085042
0.0055	0.092901
0.00575	0.101761
0.006	0.11462
0.00625	0.119479
0.0065	0.134338
0.00675	0.145197
0.007	0.161056
0.00725	0.171915
0.0075	0.184775
0.00775	0.201634
0.008	0.215493
0.00825	0.231352
0.0085	0.248211
0.00875	0.26107
0.009	0.27993
0.00925	0.300789
0.0095	0.317648
0.00975	0.328507
0.01	0.323366
0.01025	0.309225
0.0105	0.282085
0.01075	0.253944
0.011	0.221803
0.01125	0.194662
0.0115	0.172521
0.01175	0.14538
0.012	0.122239
0.01225	0.105099
0.0125	0.085958
0.01275	0.072817
0.013	0.061676
0.01325	0.050535
0.0135	0.043394
0.01375	0.037254
0.014	0.031113
0.01425	0.026972
0.0145	0.022831
0.01475	0.02069
0.015	0.016549
0.01525	0.015408
0.0155	0.014268
0.01575	0.010127
0.016	0.008986
0.01625	0.006845
0.0165	0.006704
0.01675	0.003563
0.017	0.002423
0.01725	0.001282
0.0175	0.000141
0.01775	0.0
